item_proposed	item_desired	date_proposed	date_reviewed	accepted	proposer_rate	counterparty_rate
5945	1850	2022-01-17	2022-01-20	0		
5945	6660	2022-01-26				
5950	3707	2022-01-27	2022-02-09	0		
5951	4377	2022-01-19				
5953	2859	2022-01-25	2022-01-26	0		
5957	6816	2022-02-24				
5957	7214	2022-01-17	2022-02-14	0		
5958	1715	2022-02-22				
5961	5306	2022-01-19	2022-02-11	0		
5962	2972	2022-01-19	2022-01-27	1	2	2
5963	6653	2022-01-17				
5964	2677	2022-01-21	2022-01-25	0		
5964	3826	2022-01-27	2022-02-07	1	1	3
5966	65	2022-01-17	2022-02-11	1	5	3
5967	3419	2022-01-18	2022-02-10	1	1	
5968	4708	2022-01-21	2022-02-10	1	2	1
5970	3720	2022-02-03	2022-02-14	1	4	1
5972	1758	2022-02-25				
5973	1042	2022-01-24	2022-01-27	1	5	1
5976	892	2022-02-03	2022-02-15	1	4	5
5977	7052	2022-02-07				
5979	3847	2022-02-16				
5980	6319	2022-02-03				
5980	7431	2022-01-19	2022-01-24	0		
5984	7080	2022-02-01				
5986	3246	2022-02-02				
5990	2905	2022-01-19	2022-02-28	1		
5991	6825	2022-01-18	2022-01-21	1	5	1
5999	4662	2022-01-20				
6000	6394	2022-01-24	2022-01-26	1	1	5
6001	1882	2022-01-19	2022-02-07	0		
6001	6680	2022-02-22	2022-02-28	0		
6002	689	2022-01-18	2022-02-24	0		
6005	2355	2022-02-23				
6005	4048	2022-01-21	2022-02-18	0		
6007	325	2022-01-19				
6011	2962	2022-02-15	2022-02-25	0		
6012	1122	2022-01-18	2022-02-02	0		
6014	1285	2022-02-08	2022-02-25	1	5	
6016	6655	2022-01-21	2022-02-24	0		
6020	889	2022-02-11				
6021	601	2022-01-25	2022-02-21	1	2	4
6022	5323	2022-01-31				
6024	3452	2022-01-19				
6025	415	2022-02-24	2022-02-28	1		
6028	98	2022-02-14				
6029	3753	2022-01-17	2022-01-21	0		
6029	5925	2022-01-25				
6030	423	2022-01-26	2022-01-27	1	4	3
6031	1315	2022-01-28	2022-02-15	1	4	3
6031	3801	2022-01-18	2022-01-19	0		
6036	7370	2022-02-08	2022-02-18	0		
6037	946	2022-02-10				
6042	1196	2022-02-15				
6045	7235	2022-01-25	2022-02-24	1	5	
6047	5235	2022-01-19	2022-02-14	1	4	1
6050	1100	2022-02-10				
6050	2193	2022-01-18	2022-01-31	0		
6052	6367	2022-02-02	2022-02-07	0		
6055	2694	2022-01-20	2022-01-27	0		
6056	4092	2022-01-31	2022-02-04	1	3	4
6058	962	2022-01-17	2022-01-24	1	1	5
6059	3831	2022-02-07	2022-02-14	0		
6061	3634	2022-02-09				
6065	863	2022-01-25	2022-02-16	1	3	
6066	3321	2022-02-08	2022-02-09	1	1	5
6067	2600	2022-01-17	2022-02-18	0		
6072	2209	2022-01-19	2022-02-10	1	1	1
6073	391	2022-01-28				
6074	4062	2022-01-18				
6075	1411	2022-01-26	2022-02-01	0		
6076	1517	2022-01-31				
6078	2388	2022-01-19	2022-01-27	0		
6079	6827	2022-01-25	2022-02-04	1	5	4
6080	473	2022-01-17	2022-02-14	0		
6081	612	2022-01-21	2022-02-18	1		3
6082	7091	2022-02-10				
6085	6205	2022-01-20				
6086	1950	2022-01-17				
6087	4515	2022-01-18	2022-02-14	0		
6087	5721	2022-02-21	2022-02-22	0		
6089	3456	2022-01-28	2022-02-18	0		
6090	102	2022-01-20	2022-01-28	0		
6092	2353	2022-02-14	2022-02-17	1	5	3
6093	4660	2022-02-24				
6096	45	2022-01-17	2022-02-24	0		
6097	5636	2022-02-11				
6101	5938	2022-01-19	2022-01-31	1	2	4
6102	462	2022-01-28	2022-02-17	1	4	4
6103	308	2022-01-21	2022-02-07	0		
6103	3566	2022-02-21				
6107	5971	2022-01-31				
6110	6099	2022-02-21				
6116	5573	2022-02-23				
6118	2337	2022-01-19	2022-02-04	0		
6120	1653	2022-01-18				
6121	5612	2022-01-25	2022-02-04	0		
6122	4626	2022-01-21	2022-02-21	0		
6124	6639	2022-01-17	2022-01-28	1	2	1
6127	3946	2022-01-18				
6130	4973	2022-02-18				
6133	6143	2022-02-09	2022-02-10	1	2	3
6134	1216	2022-01-27	2022-02-15	1	2	3
6138	1239	2022-01-17				
6139	5551	2022-02-15				
6142	1091	2022-02-02	2022-02-22	1	3	1
6144	5172	2022-01-21				
6148	575	2022-02-16				
6148	2936	2022-01-26	2022-02-11	0		
6160	2502	2022-01-18	2022-01-21	1	4	4
6162	2150	2022-01-26				
6163	1413	2022-01-19	2022-02-08	1	4	1
6165	1799	2022-02-18				
6167	4066	2022-01-20				
6170	2873	2022-02-21	2022-02-25	1		
6174	362	2022-01-17	2022-01-18	1	2	1
6175	2875	2022-01-18				
6176	1567	2022-01-20	2022-01-25	0		
6176	5948	2022-01-27				
6177	6591	2022-01-24	2022-02-08	1	2	5
6178	5889	2022-02-08				
6180	6762	2022-01-21				
6182	984	2022-02-03	2022-02-08	0		
6182	5736	2022-02-24				
6184	3327	2022-01-17	2022-02-21	1		4
6185	6125	2022-01-18				
6188	3003	2022-01-26	2022-02-21	0		
6188	6286	2022-02-22				
6189	3261	2022-01-31	2022-02-02	1	5	5
6190	172	2022-01-24				
6193	6865	2022-01-20	2022-01-21	1	1	5
6194	2753	2022-01-18	2022-02-28	1		
6197	6579	2022-02-15				
6199	4465	2022-02-14	2022-02-28	1		
6201	5598	2022-01-19	2022-01-20	1	4	4
6202	3315	2022-02-16	2022-02-28	0		
6204	1165	2022-01-18				
6209	481	2022-01-17	2022-01-25	1	4	1
6212	4356	2022-01-31	2022-02-10	0		
6217	5010	2022-01-20	2022-02-02	1	5	4
6218	7437	2022-01-19	2022-01-21	1	4	2
6219	1684	2022-01-20				
6220	6729	2022-02-03				
6221	4835	2022-01-17				
6226	4583	2022-01-18	2022-02-15	0		
6227	139	2022-01-27				
6229	3034	2022-01-21	2022-02-23	0		
6232	2933	2022-01-17	2022-01-20	1	3	3
6233	1121	2022-01-18	2022-01-25	1	4	3
6234	7255	2022-02-01	2022-02-24	1	5	5
6235	3802	2022-01-24				
6237	1454	2022-02-04	2022-02-24	0		
6237	2624	2022-02-24				
6239	4504	2022-02-09	2022-02-16	0		
6246	3081	2022-01-21	2022-02-01	0		
6247	1728	2022-02-07	2022-02-08	1	5	1
6248	4844	2022-02-10	2022-02-25	0		
6250	4544	2022-01-25	2022-02-03	1	4	1
6252	2631	2022-01-19	2022-01-28	0		
6257	2871	2022-01-26	2022-02-07	0		
6258	508	2022-01-20	2022-02-03	1	2	5
6262	5447	2022-02-04				
6267	2468	2022-02-08	2022-02-22	0		
6269	3795	2022-01-28	2022-02-09	0		
6272	4069	2022-02-09				
6272	6059	2022-01-17	2022-02-03	0		
6274	2101	2022-02-02				
6275	3599	2022-02-25				
6277	6287	2022-02-07				
6278	1504	2022-01-21	2022-01-25	1	4	4
6282	4898	2022-02-03	2022-02-08	0		
6288	4505	2022-01-21				
6290	3787	2022-02-15				
6293	3026	2022-01-27	2022-02-14	1	5	4
6298	35	2022-01-26	2022-02-23	1	1	
6299	4761	2022-01-18	2022-01-25	1	3	2
6300	1597	2022-02-07				
6301	1300	2022-01-21	2022-02-28	0		
6303	5901	2022-01-17	2022-02-23	0		
6305	6863	2022-02-08				
6306	4386	2022-01-20	2022-02-09	1	2	4
6309	1859	2022-01-21	2022-02-22	1		
6310	1551	2022-01-27				
6312	6471	2022-01-31	2022-02-18	0		
6314	5635	2022-01-24				
6318	3883	2022-01-26				
6319	3912	2022-01-21	2022-01-26	0		
6321	676	2022-01-19				
6322	297	2022-02-14				
6326	5392	2022-02-02	2022-02-25	0		
6329	1542	2022-01-20	2022-01-28	1	1	5
6331	6778	2022-02-24				
6334	1054	2022-01-24				
6335	4741	2022-01-27	2022-02-18	0		
6335	5048	2022-02-21				
6336	3170	2022-02-07	2022-02-16	0		
6336	3935	2022-01-19	2022-01-20	0		
6339	3550	2022-02-15				
6339	6619	2022-01-19	2022-02-04	0		
6341	624	2022-02-21				
6344	4111	2022-01-24				
6345	7157	2022-01-26	2022-02-09	0		
6346	4360	2022-01-17	2022-01-28	1	4	1
6347	2140	2022-02-01	2022-02-08	1	2	2
6348	4580	2022-02-24				
6349	7121	2022-02-03				
6352	1405	2022-02-10	2022-02-21	1	3	
6355	4192	2022-01-17				
6363	2516	2022-01-17	2022-01-25	0		
6366	4608	2022-01-17	2022-01-24	1	3	2
6368	5350	2022-02-16				
6372	5399	2022-02-25				
6373	7096	2022-01-18	2022-02-08	0		
6374	6132	2022-02-21				
6378	1008	2022-02-17	2022-02-21	0		
6379	268	2022-02-18				
6379	5476	2022-01-19	2022-01-27	0		
6380	3363	2022-01-20	2022-02-02	1	1	3
6381	6132	2022-01-20	2022-02-18	0		
6382	3437	2022-01-17				
6384	6700	2022-02-14				
6389	1563	2022-01-19				
6391	6630	2022-01-18	2022-01-20	0		
6392	6078	2022-02-08	2022-02-22	0		
6393	3048	2022-01-25	2022-02-17	0		
6395	191	2022-01-20				
6396	3705	2022-02-09	2022-02-24	0		
6396	5461	2022-01-21	2022-01-28	0		
6397	1282	2022-01-28	2022-02-14	1	3	4
6401	436	2022-02-02	2022-02-09	1	4	1
6401	3502	2022-01-21	2022-01-24	0		
6402	5537	2022-02-01	2022-02-03	0		
6403	6939	2022-02-09	2022-02-18	1		5
6407	1037	2022-01-17	2022-02-16	1	5	
6409	6592	2022-01-20	2022-02-21	1		2
6410	6884	2022-01-28	2022-02-18	0		
6414	3943	2022-01-18	2022-01-28	1	3	3
6416	858	2022-02-22				
6416	6488	2022-01-21	2022-02-22	0		
6419	3971	2022-02-01	2022-02-09	1	5	1
6421	2657	2022-01-19	2022-02-11	1	1	5
6423	2296	2022-02-24				
6424	6365	2022-01-18	2022-01-28	1	3	4
6425	973	2022-02-01				
6427	2822	2022-01-24	2022-01-25	0		
6428	2687	2022-01-21	2022-01-26	0		
6428	5009	2022-01-27				
6435	3173	2022-01-19	2022-02-10	0		
6441	4484	2022-01-21				
6443	557	2022-01-18	2022-02-11	1	2	4
6445	1187	2022-02-11				
6445	1466	2022-01-17	2022-02-01	0		
6446	20	2022-02-09	2022-02-23	1	3	
6450	1761	2022-01-19	2022-02-15	0		
6453	5522	2022-02-07	2022-02-09	1	4	4
6461	597	2022-01-17	2022-02-01	0		
6461	4278	2022-02-15	2022-02-25	1		2
6470	2172	2022-01-20	2022-01-31	1	3	5
6471	3763	2022-02-24				
6472	2339	2022-02-15				
6473	1262	2022-01-28	2022-02-22	1	4	1
6474	61	2022-01-19				
6482	4143	2022-02-02	2022-02-21	0		
6485	5500	2022-02-25				
6486	4612	2022-01-28	2022-02-22	1	5	2
6487	130	2022-01-17	2022-02-09	1	5	2
6493	7130	2022-01-20	2022-02-03	0		
6494	5284	2022-02-15				
6495	1379	2022-01-17	2022-02-25	0		
6495	3016	2022-02-28				
6498	5793	2022-02-07				
6499	6920	2022-02-03	2022-02-15	1	5	2
6504	6872	2022-02-04				
6506	2	2022-02-10	2022-02-16	1	5	2
6507	5182	2022-02-09				
6513	7203	2022-02-14				
6518	7153	2022-01-17	2022-02-01	0		
6519	3686	2022-01-18	2022-02-21	1	2	5
6521	5786	2022-01-20	2022-02-24	1	2	
6522	3074	2022-02-10	2022-02-15	0		
6524	6878	2022-01-19	2022-02-02	1	1	2
6526	2390	2022-01-18	2022-02-09	1	3	2
6528	507	2022-02-14				
6529	2994	2022-02-04	2022-02-10	1	1	4
6529	6105	2022-01-18	2022-01-19	0		
6530	2080	2022-02-21				
6533	7074	2022-01-26	2022-02-24	0		
6534	3464	2022-01-17				
6537	5045	2022-01-18				
6538	6433	2022-02-10				
6541	2957	2022-02-01	2022-02-21	1	4	5
6547	4794	2022-02-03				
6549	4183	2022-01-18	2022-02-08	1	1	1
6553	6048	2022-01-19	2022-02-25	1		
6558	2023	2022-01-17	2022-02-02	1	3	1
6560	6644	2022-02-17				
6572	4273	2022-02-07	2022-02-17	0		
6573	916	2022-02-01				
6575	1564	2022-02-08				
6575	5190	2022-01-20	2022-01-24	0		
6577	7032	2022-01-17	2022-01-18	1	3	2
6580	4513	2022-02-03				
6587	413	2022-01-18	2022-01-19	1	2	5
6588	6192	2022-02-08				
6596	4921	2022-02-10				
6598	2654	2022-01-19				
6601	6742	2022-01-27	2022-02-11	1	4	3
6605	301	2022-02-25	2022-02-28	1		
6605	4277	2022-02-14	2022-02-24	0		
6605	6685	2022-01-17	2022-01-18	0		
6608	5780	2022-01-17	2022-02-08	1	5	2
6611	6955	2022-01-19	2022-02-02	1	2	1
6613	6210	2022-01-18	2022-01-28	1	4	5
6615	6728	2022-02-24				
6616	7230	2022-02-15				
6617	6302	2022-01-25	2022-02-07	0		
6622	1529	2022-02-21				
6624	4937	2022-02-23				
6625	1707	2022-02-25				
6625	5284	2022-01-19	2022-01-31	0		
6627	7416	2022-01-17	2022-01-19	1	1	4
6629	2173	2022-02-04				
6632	1915	2022-01-31	2022-02-11	1	3	1
6633	7111	2022-01-28	2022-02-10	0		
6634	2718	2022-02-16	2022-02-22	1	4	
6636	2820	2022-02-09	2022-02-15	0		
6636	5513	2022-01-17	2022-02-01	0		
6638	2685	2022-01-19	2022-01-24	1	4	1
6642	3130	2022-01-20				
6644	4242	2022-01-27	2022-01-28	0		
6645	1738	2022-01-31				
6648	940	2022-01-17	2022-01-21	0		
6648	6437	2022-02-16				
6649	6343	2022-02-07				
6650	1918	2022-02-14				
6652	1739	2022-01-19				
6657	2702	2022-01-21	2022-02-15	1	2	2
6658	5230	2022-01-19	2022-01-20	0		
6658	5892	2022-02-09				
6659	6436	2022-01-20	2022-01-21	1	4	3
6663	7402	2022-01-31				
6666	4044	2022-01-25	2022-01-28	1	2	4
6668	6422	2022-01-17				
6669	274	2022-01-19	2022-02-01	0		
6670	6621	2022-01-21	2022-02-23	0		
6671	6942	2022-01-17	2022-01-24	0		
6672	4713	2022-02-02	2022-02-17	1	3	1
6675	2218	2022-01-24	2022-02-14	1	3	4
6677	5902	2022-01-18	2022-02-10	1	1	4
6683	7197	2022-01-19				
6685	7414	2022-01-31				
6693	3967	2022-01-19	2022-02-02	1	2	5
6694	3433	2022-01-26	2022-02-07	0		
6701	5424	2022-02-08				
6702	2250	2022-01-25	2022-01-26	0		
6710	1334	2022-01-18	2022-02-14	1	2	1
6713	1540	2022-01-17				
6722	5578	2022-01-18				
6724	1907	2022-02-28				
6725	5389	2022-01-17				
6728	7258	2022-01-17	2022-01-26	0		
6734	2250	2022-02-10				
6735	2949	2022-01-31	2022-02-07	1	5	2
6737	6244	2022-01-17	2022-02-07	1	3	5
6738	3004	2022-01-19				
6739	3422	2022-01-18	2022-02-11	1	4	4
6740	4177	2022-02-03				
6741	5691	2022-02-28				
6743	4967	2022-01-19	2022-01-26	0		
6746	3521	2022-01-18	2022-02-16	1	1	3
6748	2368	2022-01-25	2022-02-16	1	2	1
6749	5566	2022-01-17	2022-01-24	1	2	2
6753	2015	2022-02-02	2022-02-24	1	2	5
6758	3320	2022-02-18	2022-02-22	1	3	1
6761	4333	2022-01-18	2022-01-19	1	4	2
6765	2275	2022-01-17	2022-01-26	0		
6766	5076	2022-02-23	2022-02-25	0		
6767	4891	2022-02-01	2022-02-25	0		
6768	6585	2022-02-11				
6770	2171	2022-02-09	2022-02-14	0		
6771	1962	2022-01-28	2022-02-03	1	3	5
6772	3903	2022-01-19	2022-02-17	1	2	
6774	6223	2022-01-31				
6775	1546	2022-02-04				
6776	1994	2022-02-21				
6776	6020	2022-01-17	2022-01-26	0		
6781	5080	2022-02-16				
6781	7064	2022-01-18	2022-02-01	0		
6782	3214	2022-01-28	2022-02-10	1	5	5
6784	2346	2022-01-19	2022-02-03	1	4	2
6787	6819	2022-01-21	2022-01-24	1	1	5
6789	3091	2022-01-21	2022-02-01	1	5	2
6793	781	2022-01-19	2022-01-20	1	3	4
6796	6364	2022-01-18				
6801	444	2022-02-04	2022-02-11	0		
6801	2204	2022-01-19	2022-02-02	0		
6803	1525	2022-02-07	2022-02-16	1	4	3
6812	5037	2022-01-24	2022-02-01	0		
6812	6280	2022-02-03				
6818	3171	2022-02-04	2022-02-16	1	3	4
6820	30	2022-01-31	2022-02-01	1	2	2
6821	5935	2022-02-14	2022-02-18	1	1	1
6823	7288	2022-01-20	2022-02-28	0		
6828	3319	2022-02-04	2022-02-07	0		
6829	1837	2022-02-25				
6830	202	2022-01-26				
6832	1516	2022-01-28	2022-02-10	1	5	2
6841	1689	2022-01-28				
6842	7234	2022-02-22				
6843	38	2022-01-19	2022-01-20	0		
6843	5804	2022-01-31	2022-02-03	1	4	5
6845	4161	2022-01-17	2022-01-24	0		
6847	3014	2022-01-31				
6851	395	2022-01-19	2022-01-28	1	1	2
6853	6264	2022-01-21	2022-02-03	0		
6856	7095	2022-02-04				
6858	5931	2022-01-21				
6860	1803	2022-01-17				
6867	5233	2022-02-02	2022-02-03	1	3	1
6868	4524	2022-01-19	2022-01-25	1	4	4
6871	6465	2022-02-09	2022-02-15	0		
6874	4147	2022-02-04				
6876	2117	2022-01-25	2022-02-24	1	5	2
6877	919	2022-01-21	2022-01-24	1	4	3
6880	2813	2022-02-10				
6882	1638	2022-01-25	2022-02-03	0		
6885	7382	2022-02-28				
6888	2080	2022-01-24	2022-01-26	0		
6889	2623	2022-01-18				
6894	2612	2022-02-25				
6895	3651	2022-01-21				
6897	4951	2022-01-18				
6898	4880	2022-01-17	2022-02-07	1	2	3
6900	432	2022-02-28				
6902	1101	2022-01-24	2022-01-25	1	3	3
6906	1639	2022-01-25	2022-02-09	0		
6908	633	2022-01-21	2022-02-09	1	2	4
6909	5134	2022-01-27				
6914	304	2022-02-16				
6914	3605	2022-01-24	2022-02-02	0		
6915	3364	2022-02-01	2022-02-08	1	5	1
6916	4247	2022-01-27	2022-02-28	0		
6917	5856	2022-01-18				
6918	156	2022-01-20				
6923	5092	2022-02-25				
6924	7171	2022-01-19	2022-01-28	1	2	2
6926	394	2022-02-07				
6928	2637	2022-02-11	2022-02-16	1		2
6929	7389	2022-01-19	2022-01-26	1	5	3
6930	1404	2022-01-20	2022-02-01	1	5	4
6931	2185	2022-01-18	2022-01-26	1	4	4
6933	1171	2022-02-16				
6937	2010	2022-01-17	2022-01-21	1	5	3
6940	3827	2022-02-24				
6941	7018	2022-01-18	2022-01-19	1	2	2
6944	7078	2022-01-28	2022-02-01	1	1	2
6945	2989	2022-01-20	2022-02-18	1	4	4
6946	2480	2022-01-24	2022-01-26	1	5	3
6947	6551	2022-01-21	2022-02-24	1		3
6949	4492	2022-01-18	2022-01-31	0		
6951	1877	2022-01-19	2022-01-24	1	4	4
6960	950	2022-02-07	2022-02-09	1	1	2
6964	2351	2022-01-21	2022-02-02	1	3	5
6969	1852	2022-01-17	2022-01-21	1	4	2
6970	3834	2022-01-19				
6971	400	2022-01-20	2022-02-01	0		
6972	927	2022-01-26				
6976	1304	2022-01-21	2022-02-01	0		
6977	860	2022-01-26	2022-02-07	0		
6977	2656	2022-02-11				
6978	1076	2022-01-17	2022-01-19	0		
6978	2178	2022-02-07				
6981	3494	2022-01-25	2022-02-21	1	3	5
6982	2807	2022-02-07	2022-02-22	1	4	2
6983	5032	2022-01-27	2022-02-16	1	2	1
6985	757	2022-01-20	2022-02-08	1	4	4
6986	1584	2022-02-21				
6989	4588	2022-02-15				
6994	877	2022-01-24	2022-02-03	0		
6996	6230	2022-01-18	2022-01-27	1	3	1
6998	1388	2022-01-25				
7003	7099	2022-01-28	2022-02-03	0		
7006	4224	2022-01-20	2022-02-07	0		
7007	5874	2022-01-17	2022-01-27	1	1	4
7011	3360	2022-02-22	2022-02-28	1		
7012	4710	2022-01-21				
7015	5758	2022-01-21	2022-01-26	1	5	3
7019	3810	2022-02-04	2022-02-18	1	5	2
7020	3504	2022-01-24	2022-02-08	1	4	4
7023	7446	2022-01-17	2022-01-25	1	4	5
7025	4080	2022-01-28	2022-02-04	1	3	3
7027	6777	2022-01-19	2022-02-25	1		
7028	7365	2022-02-28				
7029	3013	2022-01-24	2022-02-07	1	1	4
7030	5067	2022-01-25	2022-02-23	1	2	1
7033	881	2022-02-07				
7034	5728	2022-01-17	2022-02-08	1	5	3
7035	1923	2022-02-07				
7037	3153	2022-01-21				
7039	3815	2022-01-27	2022-01-31	0		
7042	1513	2022-02-14	2022-02-21	0		
7043	3273	2022-02-28				
7045	6590	2022-02-16				
7047	2889	2022-01-17	2022-02-25	1	5	3
7048	1113	2022-01-19	2022-02-03	1	3	4
7050	4130	2022-02-15				
7051	2820	2022-02-24				
7052	503	2022-02-03	2022-02-07	0		
7056	5345	2022-02-01	2022-02-07	1	1	4
7057	27	2022-01-28				
7058	5352	2022-01-24	2022-02-02	1	5	2
7060	4525	2022-01-18	2022-01-19	1	2	3
7062	3266	2022-01-18	2022-01-19	1	2	3
7066	3213	2022-02-16				
7071	411	2022-01-19	2022-01-24	1	1	3
7075	6910	2022-01-18	2022-01-31	1	5	4
7076	5141	2022-01-19	2022-01-26	0		
7077	2253	2022-01-25				
7079	3672	2022-01-26	2022-02-17	1	4	3
7081	3227	2022-01-18	2022-02-25	1	4	
7084	2978	2022-01-28	2022-02-10	1	2	2
7086	1844	2022-01-19	2022-02-02	1	2	5
7088	975	2022-01-27	2022-02-21	1	2	3
7089	1476	2022-01-17	2022-02-17	0		
7098	1788	2022-02-28				
7100	720	2022-02-07	2022-02-16	0		
7103	1346	2022-01-28	2022-02-03	1	1	2
7106	4637	2022-01-18	2022-01-27	1	3	4
7113	304	2022-01-17	2022-02-08	0		
7114	6576	2022-01-24				
7116	531	2022-02-11	2022-02-25	0		
7117	1801	2022-01-21				
7118	5324	2022-01-20	2022-01-25	1	4	5
7122	1339	2022-02-03	2022-02-16	1	5	3
7123	6936	2022-01-17	2022-02-04	1	5	1
7127	6356	2022-01-17	2022-01-21	0		
7132	4050	2022-01-19				
7133	3712	2022-01-21	2022-02-09	0		
7134	6565	2022-01-17	2022-02-03	1	1	3
7135	6104	2022-02-24				
7136	4767	2022-01-26	2022-02-21	1		3
7140	3861	2022-02-07	2022-02-17	1	5	1
7146	4075	2022-02-08				
7148	2058	2022-01-18				
7154	1150	2022-02-17				
7154	3236	2022-01-27	2022-02-09	0		
7157	4106	2022-02-28				
7159	3981	2022-01-18	2022-02-07	1	2	3
7161	700	2022-01-17	2022-02-15	0		
7163	5615	2022-02-23	2022-02-25	0		
7164	3406	2022-01-18				
7167	4324	2022-01-17				
7168	3450	2022-01-18	2022-02-18	0		
7170	542	2022-01-19	2022-02-03	0		
7172	6078	2022-02-24				
7175	225	2022-01-24	2022-01-25	0		
7176	5883	2022-01-21	2022-02-23	0		
7179	4583	2022-02-22				
7181	3230	2022-01-17				
7194	492	2022-01-20	2022-02-03	0		
7195	6890	2022-01-18	2022-02-10	1	5	2
7196	5452	2022-01-24	2022-01-27	1	5	4
7200	433	2022-01-28	2022-02-02	0		
7202	2000	2022-02-14				
7205	3639	2022-01-17				
7206	2666	2022-01-21				
7208	3137	2022-01-19	2022-02-23	0		
7213	6108	2022-02-04	2022-02-09	0		
7215	4345	2022-01-20	2022-02-28	1		
7216	3341	2022-02-01	2022-02-17	0		
7216	4423	2022-02-17				
7217	2527	2022-02-11				
7220	1596	2022-02-02	2022-02-03	0		
7221	2582	2022-02-03	2022-02-11	1	4	1
7222	5440	2022-01-20				
7224	3872	2022-01-17	2022-02-04	1	3	1
7231	2024	2022-01-17	2022-02-17	1	5	2
7232	7338	2022-02-15	2022-02-25	1		1
7233	3416	2022-02-24				
7233	4231	2022-01-19	2022-02-10	0		
7236	1868	2022-02-07	2022-02-21	1		5
7236	4318	2022-01-17	2022-01-28	0		
7244	1825	2022-02-17				
7244	3276	2022-01-17	2022-02-14	0		
7247	3469	2022-01-25	2022-02-11	0		
7247	6467	2022-02-11	2022-02-17	1	5	3
7248	1979	2022-01-17				
7249	1575	2022-01-20				
7252	2169	2022-02-01				
7253	5437	2022-02-10	2022-02-17	0		
7257	5031	2022-01-26				
7263	2311	2022-01-28				
7267	262	2022-01-20	2022-01-25	1	3	1
7269	6959	2022-01-31	2022-02-15	1	5	4
7273	7067	2022-01-19				
7275	338	2022-02-28				
7278	615	2022-01-20	2022-01-31	1	5	1
7279	3168	2022-01-17	2022-01-18	0		
7282	5332	2022-01-17	2022-01-21	0		
7283	6750	2022-01-21				
7284	6477	2022-01-31				
7285	3796	2022-01-19	2022-02-02	0		
7285	5671	2022-02-08	2022-02-25	0		
7289	6548	2022-01-28	2022-02-10	0		
7290	4346	2022-02-03	2022-02-15	0		
7291	2545	2022-01-31	2022-02-22	1		3
7292	1247	2022-01-18	2022-02-07	0		
7295	287	2022-02-28				
7295	6763	2022-01-20	2022-02-07	0		
7299	572	2022-01-20				
7300	931	2022-01-17	2022-02-11	1	5	4
7301	2469	2022-02-10				
7306	2305	2022-01-18	2022-01-25	1	5	5
7308	746	2022-02-09				
7312	4190	2022-01-19	2022-02-21	1	5	1
7313	3784	2022-02-07	2022-02-14	0		
7315	6292	2022-01-19				
7317	5451	2022-01-21				
7318	6882	2022-02-23	2022-02-25	1	1	
7319	592	2022-01-27	2022-02-01	0		
7321	5394	2022-01-28	2022-02-21	1	5	5
7322	154	2022-01-27	2022-02-14	0		
7327	1558	2022-02-09	2022-02-25	0		
7327	2458	2022-01-21	2022-02-03	0		
7329	3792	2022-01-17				
7330	4400	2022-01-18	2022-01-19	1	4	4
7336	1939	2022-01-17	2022-02-14	1	3	5
7339	5929	2022-01-31				
7340	2882	2022-01-28	2022-02-17	1	1	3
7343	1593	2022-01-25	2022-02-03	0		
7347	4267	2022-02-18				
7349	1369	2022-01-21				
7351	1743	2022-02-10				
7352	4856	2022-01-20				
7353	4851	2022-02-11	2022-02-24	0		
7354	2148	2022-02-16	2022-02-28	1		
7355	6704	2022-01-25	2022-01-31	1	3	2
7356	2404	2022-01-26				
7358	5184	2022-02-03				
7361	4460	2022-02-14	2022-02-21	0		
7366	5676	2022-02-03				
7367	134	2022-02-02	2022-02-16	1	3	5
7369	392	2022-02-04	2022-02-14	1	4	4
7371	3107	2022-01-17	2022-01-18	1	1	4
7374	1973	2022-01-31				
7375	1655	2022-02-18				
7376	1922	2022-01-21	2022-02-09	1	2	3
7383	4701	2022-01-17				
7384	6859	2022-02-04	2022-02-09	0		
7385	3373	2022-01-18	2022-02-08	0		
7387	4931	2022-02-16	2022-02-24	0		
7388	1963	2022-01-19				
7390	6935	2022-02-18				
7391	3737	2022-01-25	2022-01-31	1	4	2
7392	2467	2022-02-04	2022-02-18	1	1	5
7393	2663	2022-01-20	2022-02-28	1		
7396	3838	2022-01-19	2022-02-14	0		
7399	1179	2022-01-27				
7400	5125	2022-01-19	2022-02-11	1	5	2
7401	3385	2022-01-26				
7405	1565	2022-01-28	2022-02-18	1	1	1
7406	1254	2022-01-17	2022-01-21	1	1	3
7407	2363	2022-02-24				
7410	6338	2022-01-21				
7413	6689	2022-01-18	2022-02-18	1	2	
7415	4246	2022-02-03	2022-02-25	1		
7418	5458	2022-02-02	2022-02-14	0		
7418	7200	2022-02-22				
7419	532	2022-02-07	2022-02-11	0		
7419	4025	2022-02-11	2022-02-14	1	4	1
7422	3388	2022-01-18	2022-02-02	0		
7422	4823	2022-02-04	2022-02-09	1	3	2
7423	2223	2022-01-17	2022-02-22	1	4	5
7424	158	2022-01-20	2022-01-31	1	5	4
7430	3577	2022-02-04				
7431	5364	2022-01-25	2022-02-02	0		
7433	5772	2022-01-20				
7434	5002	2022-02-01				
7436	5512	2022-01-18	2022-01-27	1	5	4
7441	4894	2022-01-18	2022-01-26	0		
7442	5969	2022-01-21	2022-02-21	1	2	5
7443	2765	2022-02-24				
7448	1694	2022-01-28	2022-02-07	0		
